source_dir,run_id,file_name,sha256,pdf_path,status,reason
D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture12-reasoning-part1\4f4ba00d02f4,cs224n-2026-lecture12-reasoning-part1-4f4ba00d02f4,cs224n-2026-lecture12-reasoning-part1.pdf,4f4ba00d02f42ef9964e6b2af352cb2d59c84aa3281742a13c8a3ff6687a8c93,D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture12-reasoning-part1\4f4ba00d02f4\cs224n-2026-lecture12-reasoning-part1.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture13-reasoning-part2\9be210e8836e,cs224n-2026-lecture13-reasoning-part2-9be210e8836e,cs224n-2026-lecture13-reasoning-part2.pdf,9be210e8836e9758c570ddb82c79953d06ed3486d9cb4eb4b7772c39ce2ad7dc,D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture13-reasoning-part2\9be210e8836e\cs224n-2026-lecture13-reasoning-part2.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture14-guest-julie-tokenization-multilinguality\759f414aec53,cs224n-2026-lecture14-guest-julie-tokenization-multilinguality-759f414aec53,cs224n-2026-lecture14-guest-julie-tokenization-multilinguality.pdf,759f414aec53e37653eab4d034f278b5bc7cfec754ee30c067474bffc3e9c846,D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture14-guest-julie-tokenization-multilinguality\759f414aec53\cs224n-2026-lecture14-guest-julie-tokenization-multilinguality.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture16-impact-on-humanity\1b2803f69d2c,cs224n-2026-lecture16-impact-on-humanity-1b2803f69d2c,cs224n-2026-lecture16-impact-on-humanity.pdf,1b2803f69d2c7a700b36c3f8898b673cebeed8a901ffcbbbfbf6300ea3243e02,D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture16-impact-on-humanity\1b2803f69d2c\cs224n-2026-lecture16-impact-on-humanity.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture19-open-questions\f6d8d31e8a6f,cs224n-2026-lecture19-open-questions-f6d8d31e8a6f,cs224n-2026-lecture19-open-questions.pdf,f6d8d31e8a6f7c4895b60f63acbcbb13e2681f935e648b312cced407dd0dc175,D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-2026-lecture19-open-questions\f6d8d31e8a6f\cs224n-2026-lecture19-open-questions.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-spr2024-lecture15-life-after-dpo-lambert\e534f25111e7,cs224n-spr2024-lecture15-life-after-dpo-lambert-e534f25111e7,cs224n-spr2024-lecture15-life-after-dpo-lambert.pdf,e534f25111e7b548f646fb8937b276cd92310de09e2d1732785cf6a5c005a26c,D:\ic\master project\project_code\KG_construction\web_data\runs\cs224n-spr2024-lecture15-life-after-dpo-lambert\e534f25111e7\cs224n-spr2024-lecture15-life-after-dpo-lambert.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\dls_2016\562b4445509a,dls_2016-562b4445509a,dls_2016.pdf,562b4445509ab719019bd4232e0f2ee13ca0d4cfd03fdf7c95070c9d5e063e36,D:\ic\master project\project_code\KG_construction\web_data\runs\dls_2016\562b4445509a\dls_2016.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\DL___Final_Lecture___Design_Engineering\e751bcf4b967,dl___final_lecture___design_engineering-e751bcf4b967,DL___Final_Lecture___Design_Engineering.pdf,e751bcf4b96774c4a39e780eb74cfc8050a0436e4e36a5eabf18a4ee8c1478c4,D:\ic\master project\project_code\KG_construction\web_data\runs\dl___final_lecture___design_engineering\e751bcf4b967\DL___Final_Lecture___Design_Engineering.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\DL___Lecture_6___Design_Engineering\fb7c77f387de,dl___lecture_6___design_engineering-fb7c77f387de,DL___Lecture_6___Design_Engineering.pdf,fb7c77f387de18289bb233efe426af04569c12151847cd4bcc5084c280ab6249,D:\ic\master project\project_code\KG_construction\web_data\runs\dl___lecture_6___design_engineering\fb7c77f387de\DL___Lecture_6___Design_Engineering.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\dl___week_1___design_engineering-2\4b5a4de9201e,dl___week_1___design_engineering-2-4b5a4de9201e,DL___Week_1___Design_Engineering (2).pdf,4b5a4de9201e8dfc636a212cf8862925f07eab0ec822f732c719e1e4d47cbe71,D:\ic\master project\project_code\KG_construction\web_data\runs\dl___week_1___design_engineering-2\4b5a4de9201e\DL___Week_1___Design_Engineering (2).pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\DL___Week_2___Design_Engineering\a7ff94af9bad,dl___week_2___design_engineering-a7ff94af9bad,DL___Week_2___Design_Engineering.pdf,a7ff94af9bad57a06aaaa032b35e4e9aa5a840c514c60ba56f0332bc1e49ba6b,D:\ic\master project\project_code\KG_construction\web_data\runs\dl___week_2___design_engineering\a7ff94af9bad\DL___Week_2___Design_Engineering.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\DL___Week_3___Design_Engineering\bbb69aa46441,dl___week_3___design_engineering-bbb69aa46441,DL___Week_3___Design_Engineering.pdf,bbb69aa46441b9d90507812f2343f84e83fac73fe35df22e6020d983bf72e27a,D:\ic\master project\project_code\KG_construction\web_data\runs\dl___week_3___design_engineering\bbb69aa46441\DL___Week_3___Design_Engineering.pdf,excluded,"manifest_status:running;missing:stage2c_similarity_edges.json,stage3_topics_with_summary.json"
D:\ic\master project\project_code\KG_construction\web_data\runs\front_matter\1f6f329f9525,front_matter-1f6f329f9525,front_matter.pdf,1f6f329f952557e7896b5d67c55c88b6517a6bb1873b836f6f44ff289a89428a,D:\ic\master project\project_code\KG_construction\web_data\runs\front_matter\1f6f329f9525\front_matter.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\glossary\c9772e6502e2,glossary-c9772e6502e2,GLOSSARY.pdf,c9772e6502e25fac72196098a3df34fe4d5724021b3a62ad10ea48a58c54e990,D:\ic\master project\project_code\KG_construction\web_data\runs\glossary\c9772e6502e2\GLOSSARY.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\islp_website\278d3bdd49a8,islp_website-278d3bdd49a8,ISLP_website.pdf,278d3bdd49a8a480c2ff8e03245822caad8a3a48e81afd6d039c52c8fc13ad60,D:\ic\master project\project_code\KG_construction\web_data\runs\islp_website\278d3bdd49a8\ISLP_website.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\islrv2_corrected_june_2023\7ed447d1a513,islrv2_corrected_june_2023-7ed447d1a513,ISLRv2_corrected_June_2023.pdf,7ed447d1a513c5dd95240a829603310f1d319a14a8079ddfb180c6a3d9d9a6ff,D:\ic\master project\project_code\KG_construction\web_data\runs\islrv2_corrected_june_2023\7ed447d1a513\ISLRv2_corrected_June_2023.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\linear_algebra\02de2e03aa08,linear_algebra-02de2e03aa08,linear_algebra.pdf,02de2e03aa08edf3de28d2e8d5126720896709b55c06030f68dd31f148c0d32e,D:\ic\master project\project_code\KG_construction\web_data\runs\linear_algebra\02de2e03aa08\linear_algebra.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\quickstart\007d88a49ebb,quickstart-007d88a49ebb,QUICKSTART.pdf,007d88a49ebb8993faad3f758dfc51910eb49ec944ab36481982af0e210c75bf,D:\ic\master project\project_code\KG_construction\web_data\runs\quickstart\007d88a49ebb\QUICKSTART.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\readme\3ceb60c79421,readme-3ceb60c79421,README.pdf,3ceb60c79421b335d017398a98cbb6891ef3c7a51ba0b7724bc03e134ca8c3d5,D:\ic\master project\project_code\KG_construction\web_data\runs\readme\3ceb60c79421\README.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\sgd_and_cost_structure\84a4549929c0,sgd_and_cost_structure-84a4549929c0,sgd_and_cost_structure.pdf,84a4549929c00ccaf513e1228c07b4fac6f3d313a24d0f2546c7e4abc58b5bc6,D:\ic\master project\project_code\KG_construction\web_data\runs\sgd_and_cost_structure\84a4549929c0\sgd_and_cost_structure.pdf,eligible,
D:\ic\master project\project_code\KG_construction\web_data\runs\structure\24c34254f5dd,structure-24c34254f5dd,STRUCTURE.pdf,24c34254f5dd8c5184685758a15f0654e15f954f972c7dacba5d6169c865d1b9,D:\ic\master project\project_code\KG_construction\web_data\runs\structure\24c34254f5dd\STRUCTURE.pdf,excluded,manifest_status:running;missing:stage3_topics_with_summary.json
